0000000000000000383 core-0   :00010fe0 (0015f693) andi        a3, a1, 1          
0000000000000000384 core-0   :00010fe4 (00068463) beqz        a3, pc + 8         
0000000000000000385 core-0   :00010fe8 (00c50533) add         a0, a0, a2         
0000000000000000386 core-0   :00010fec (0015d593) srli        a1, a1, 1          
0000000000000000387 core-0   :00010ff0 (00161613) slli        a2, a2, 1          
0000000000000000388 core-0   :00010ff4 (fe0596e3) bnez        a1, pc - 20        
0000000000000000389 core-0   :00010fe0 (0015f693) andi        a3, a1, 1          
0000000000000000390 core-0   :00010fe4 (00068463) beqz        a3, pc + 8         
0000000000000000391 core-0   :00010fe8 (00c50533) add         a0, a0, a2         
0000000000000000392 core-0   :00010fec (0015d593) srli        a1, a1, 1          
0000000000000000393 core-0   :00010ff0 (00161613) slli        a2, a2, 1          
0000000000000000394 core-0   :00010ff4 (fe0596e3) bnez        a1, pc - 20        
0000000000000000395 core-0   :00010fe0 (0015f693) andi        a3, a1, 1          
0000000000000000396 core-0   :00010fe4 (00068463) beqz        a3, pc + 8         
0000000000000000397 core-0   :00010fe8 (00c50533) add         a0, a0, a2         
0000000000000000398 core-0   :00010fec (0015d593) srli        a1, a1, 1          
0000000000000000399 core-0   :00010ff0 (00161613) slli        a2, a2, 1          
0000000000000000400 core-0   :00010ff4 (fe0596e3) bnez        a1, pc - 20        
0000000000000000401 core-0   :00010fe0 (0015f693) andi        a3, a1, 1          
0000000000000000402 core-0   :00010fe4 (00068463) beqz        a3, pc + 8         
0000000000000000403 core-0   :00010fe8 (00c50533) add         a0, a0, a2         
0000000000000000404 core-0   :00010fec (0015d593) srli        a1, a1, 1          
0000000000000000405 core-0   :00010ff0 (00161613) slli        a2, a2, 1          
0000000000000000406 core-0   :00010ff4 (fe0596e3) bnez        a1, pc - 20        
0000000000000000407 core-0   :00010fe0 (0015f693) andi        a3, a1, 1          
0000000000000000408 core-0   :00010fe4 (00068463) beqz        a3, pc + 8         
0000000000000000409 core-0   :00010fe8 (00c50533) add         a0, a0, a2         
0000000000000000410 core-0   :00010fec (0015d593) srli        a1, a1, 1          
0000000000000000411 core-0   :00010ff0 (00161613) slli        a2, a2, 1          
0000000000000000412 core-0   :00010ff4 (fe0596e3) bnez        a1, pc - 20        
0000000000000000413 core-0   :00010fe0 (0015f693) andi        a3, a1, 1          
0000000000000000414 core-0   :00010fe4 (00068463) beqz        a3, pc + 8         
0000000000000000415 core-0   :00010fe8 (00c50533) add         a0, a0, a2         
0000000000000000416 core-0   :00010fec (0015d593) srli        a1, a1, 1          
0000000000000000417 core-0   :00010ff0 (00161613) slli        a2, a2, 1          
0000000000000000418 core-0   :00010ff4 (fe0596e3) bnez        a1, pc - 20        
0000000000000000419 core-0   :00010fe0 (0015f693) andi        a3, a1, 1          
0000000000000000420 core-0   :00010fe4 (00068463) beqz        a3, pc + 8         
0000000000000000421 core-0   :00010fe8 (00c50533) add         a0, a0, a2         
0000000000000000422 core-0   :00010fec (0015d593) srli        a1, a1, 1          
0000000000000000423 core-0   :00010ff0 (00161613) slli        a2, a2, 1          
0000000000000000424 core-0   :00010ff4 (fe0596e3) bnez        a1, pc - 20        
0000000000000000425 core-0   :00010fe0 (0015f693) andi        a3, a1, 1          
0000000000000000426 core-0   :00010fe4 (00068463) beqz        a3, pc + 8         
0000000000000000427 core-0   :00010fe8 (00c50533) add         a0, a0, a2         
0000000000000000428 core-0   :00010fec (0015d593) srli        a1, a1, 1          
0000000000000000429 core-0   :00010ff0 (00161613) slli        a2, a2, 1          
0000000000000000430 core-0   :00010ff4 (fe0596e3) bnez        a1, pc - 20        
0000000000000000431 core-0   :00010fe0 (0015f693) andi        a3, a1, 1          
0000000000000000432 core-0   :00010fe4 (00068463) beqz        a3, pc + 8         
0000000000000000433 core-0   :00010fe8 (00c50533) add         a0, a0, a2         
0000000000000000434 core-0   :00010fec (0015d593) srli        a1, a1, 1          
0000000000000000435 core-0   :00010ff0 (00161613) slli        a2, a2, 1          
0000000000000000436 core-0   :00010ff4 (fe0596e3) bnez        a1, pc - 20        
0000000000000000437 core-0   :00010fe0 (0015f693) andi        a3, a1, 1          
0000000000000000438 core-0   :00010fe4 (00068463) beqz        a3, pc + 8         
0000000000000000439 core-0   :00010fe8 (00c50533) add         a0, a0, a2         
0000000000000000440 core-0   :00010fec (0015d593) srli        a1, a1, 1          
0000000000000000441 core-0   :00010ff0 (00161613) slli        a2, a2, 1          
0000000000000000442 core-0   :00010ff4 (fe0596e3) bnez        a1, pc - 20        
0000000000000000443 core-0   :00010fe0 (0015f693) andi        a3, a1, 1          
0000000000000000444 core-0   :00010fe4 (00068463) beqz        a3, pc + 8         
0000000000000000445 core-0   :00010fe8 (00c50533) add         a0, a0, a2         
0000000000000000446 core-0   :00010fec (0015d593) srli        a1, a1, 1          
0000000000000000447 core-0   :00010ff0 (00161613) slli        a2, a2, 1          
0000000000000000448 core-0   :00010ff4 (fe0596e3) bnez        a1, pc - 20        
0000000000000000449 core-0   :00010fe0 (0015f693) andi        a3, a1, 1          
0000000000000000450 core-0   :00010fe4 (00068463) beqz        a3, pc + 8         
0000000000000000451 core-0   :00010fe8 (00c50533) add         a0, a0, a2         
0000000000000000452 core-0   :00010fec (0015d593) srli        a1, a1, 1          
0000000000000000453 core-0   :00010ff0 (00161613) slli        a2, a2, 1          
0000000000000000454 core-0   :00010ff4 (fe0596e3) bnez        a1, pc - 20        
0000000000000000455 core-0   :00010fe0 (0015f693) andi        a3, a1, 1          
0000000000000000456 core-0   :00010fe4 (00068463) beqz        a3, pc + 8         
0000000000000000457 core-0   :00010fe8 (00c50533) add         a0, a0, a2         
0000000000000000458 core-0   :00010fec (0015d593) srli        a1, a1, 1          
0000000000000000459 core-0   :00010ff0 (00161613) slli        a2, a2, 1          
0000000000000000460 core-0   :00010ff4 (fe0596e3) bnez        a1, pc - 20        
0000000000000000461 core-0   :00010fe0 (0015f693) andi        a3, a1, 1          
0000000000000000462 core-0   :00010fe4 (00068463) beqz        a3, pc + 8         
0000000000000000463 core-0   :00010fe8 (00c50533) add         a0, a0, a2         
0000000000000000464 core-0   :00010fec (0015d593) srli        a1, a1, 1          
0000000000000000465 core-0   :00010ff0 (00161613) slli        a2, a2, 1          
0000000000000000466 core-0   :00010ff4 (fe0596e3) bnez        a1, pc - 20        
0000000000000000467 core-0   :00010fe0 (0015f693) andi        a3, a1, 1          
0000000000000000468 core-0   :00010fe4 (00068463) beqz        a3, pc + 8         
0000000000000000469 core-0   :00010fe8 (00c50533) add         a0, a0, a2         
0000000000000000470 core-0   :00010fec (0015d593) srli        a1, a1, 1          
0000000000000000471 core-0   :00010ff0 (00161613) slli        a2, a2, 1          
0000000000000000472 core-0   :00010ff4 (fe0596e3) bnez        a1, pc - 20        
0000000000000000473 core-0   :00010fe0 (0015f693) andi        a3, a1, 1          
0000000000000000474 core-0   :00010fe4 (00068463) beqz        a3, pc + 8         
0000000000000000475 core-0   :00010fe8 (00c50533) add         a0, a0, a2         
0000000000000000476 core-0   :00010fec (0015d593) srli        a1, a1, 1          
0000000000000000477 core-0   :00010ff0 (00161613) slli        a2, a2, 1          
0000000000000000478 core-0   :00010ff4 (fe0596e3) bnez        a1, pc - 20        
0000000000000000479 core-0   :00010ff8 (00008067) ret                            
0000000000000000480 core-0   :00010744 (00a90533) add         a0, s2, a0         
0000000000000000481 core-0   :00010748 (ffc52783) lw          a5, -4(a0)         
0000000000000000482 core-0   :0001074c (00148493) addi        s1, s1, 1          
0000000000000000483 core-0   :00010750 (000780e7) jalr        ra, a5, 0          
0000000000000000484 core-0   :00010124 (8181c703) lbu         a4, -2024(gp)      
0000000000000000485 core-0   :00010128 (04071663) bnez        a4, pc + 76        
0000000000000000486 core-0   :0001012c (ff010113) addi        sp, sp, -16        
0000000000000000487 core-0   :00010130 (00812423) sw          s0, 8(sp)          
0000000000000000488 core-0   :00010134 (00112623) sw          ra, 12(sp)         
0000000000000000489 core-0   :00010138 (00078413) mv          s0, a5             
0000000000000000490 core-0   :0001013c (f7dff0ef) jal         ra, pc - 132       
0000000000000000491 core-0   :000100b8 (00012537) lui         a0, 73728          
0000000000000000492 core-0   :000100bc (000127b7) lui         a5, 73728          
0000000000000000493 core-0   :000100c0 (53850713) addi        a4, a0, 1336       
0000000000000000494 core-0   :000100c4 (53878793) addi        a5, a5, 1336       
0000000000000000495 core-0   :000100c8 (00e78c63) beq         a5, a4, pc + 24    
0000000000000000496 core-0   :000100e0 (00008067) ret                            
0000000000000000497 core-0   :00010140 (000007b7) lui         a5, 0              
0000000000000000498 core-0   :00010144 (00078793) mv          a5, a5             
0000000000000000499 core-0   :00010148 (00078a63) beqz        a5, pc + 20        
0000000000000000500 core-0   :0001015c (00100793) addi        a5, zero, 1        
0000000000000000501 core-0   :00010160 (80f18c23) sb          a5, -2024(gp)      
0000000000000000502 core-0   :00010164 (00c12083) lw          ra, 12(sp)         
0000000000000000503 core-0   :00010168 (00812403) lw          s0, 8(sp)          
0000000000000000504 core-0   :0001016c (01010113) addi        sp, sp, 16         
0000000000000000505 core-0   :00010170 (00008067) ret                            
0000000000000000506 core-0   :00010754 (fc9ff06f) j           pc - 56            
0000000000000000507 core-0   :0001071c (00941e63) bne         s0, s1, pc + 28    
0000000000000000508 core-0   :00010720 (00812403) lw          s0, 8(sp)          
0000000000000000509 core-0   :00010724 (00c12083) lw          ra, 12(sp)         
0000000000000000510 core-0   :00010728 (00412483) lw          s1, 4(sp)          
0000000000000000511 core-0   :0001072c (00012903) lw          s2, 0(sp)          
0000000000000000512 core-0   :00010730 (01010113) addi        sp, sp, 16         
0000000000000000513 core-0   :00010734 (981ff06f) j           pc - 1664          
0000000000000000514 core-0   :000100b4 (00008067) ret                            
0000000000000000515 core-0   :00010a20 (0044a703) lw          a4, 4(s1)          
0000000000000000516 core-0   :00010a24 (1489a783) lw          a5, 328(s3)        
0000000000000000517 core-0   :00010a28 (f77714e3) bne         a4, s7, pc - 152   
0000000000000000518 core-0   :00010a2c (faf48ce3) beq         s1, a5, pc - 72    
0000000000000000519 core-0   :000109e4 (fff90913) addi        s2, s2, -1         
0000000000000000520 core-0   :000109e8 (ffc40413) addi        s0, s0, -4         
0000000000000000521 core-0   :000109ec (fbdff06f) j           pc - 68            
0000000000000000522 core-0   :000109a8 (02095863) bgez        s2, pc + 48        
0000000000000000523 core-0   :000109ac (02c12083) lw          ra, 44(sp)         
0000000000000000524 core-0   :000109b0 (02812403) lw          s0, 40(sp)         
0000000000000000525 core-0   :000109b4 (02412483) lw          s1, 36(sp)         
0000000000000000526 core-0   :000109b8 (02012903) lw          s2, 32(sp)         
0000000000000000527 core-0   :000109bc (01c12983) lw          s3, 28(sp)         
0000000000000000528 core-0   :000109c0 (01812a03) lw          s4, 24(sp)         
0000000000000000529 core-0   :000109c4 (01412a83) lw          s5, 20(sp)         
0000000000000000530 core-0   :000109c8 (01012b03) lw          s6, 16(sp)         
0000000000000000531 core-0   :000109cc (00c12b83) lw          s7, 12(sp)         
0000000000000000532 core-0   :000109d0 (03010113) addi        sp, sp, 48         
0000000000000000533 core-0   :000109d4 (00008067) ret                            
0000000000000000534 core-0   :000106cc (000127b7) lui         a5, 73728          
0000000000000000535 core-0   :000106d0 (53c7a503) lw          a0, 1340(a5)       
0000000000000000536 core-0   :000106d4 (03c52783) lw          a5, 60(a0)         
0000000000000000537 core-0   :000106d8 (00078463) beqz        a5, pc + 8         
0000000000000000538 core-0   :000106e0 (00040513) mv          a0, s0             
0000000000000000539 core-0   :000106e4 (0c9000ef) jal         ra, pc + 2248      
0000000000000000540 core-0   :00010fac (ff010113) addi        sp, sp, -16        
0000000000000000541 core-0   :00010fb0 (00050593) mv          a1, a0             
0000000000000000542 core-0   :00010fb4 (00000713) mv          a4, zero           
0000000000000000543 core-0   :00010fb8 (00000693) mv          a3, zero           
0000000000000000544 core-0   :00010fbc (00000613) mv          a2, zero           
0000000000000000545 core-0   :00010fc0 (05d00513) addi        a0, zero, 93       
0000000000000000546 core-0   :00010fc4 (00112623) sw          ra, 12(sp)         
0000000000000000547 core-0   :00010fc8 (b39ff0ef) jal         ra, pc - 1224      
0000000000000000548 core-0   :00010b00 (00050893) mv          a7, a0             
0000000000000000549 core-0   :00010b04 (00058513) mv          a0, a1             
0000000000000000550 core-0   :00010b08 (00060593) mv          a1, a2             
0000000000000000551 core-0   :00010b0c (00068613) mv          a2, a3             
0000000000000000552 core-0   :00010b10 (00070693) mv          a3, a4             
